#	type	key	freq
501	T	annn: european wind energy conference	12
502	T	nn: safety system	12
503	T	nn: wind plant	12
504	T	ncan: engineering and industrial aerodynamics	12
505	T	ann: large wind farm	12
506	T	n: bathymetry	12
507	T	nn: noise exposure	12
508	T	nn: tip loss	12
509	T	n: volt	12
510	T	npn: power of wind	12
511	T	nn: metal hydride	12
512	T	an: baseline scenario	12
513	T	nnpn: press journal of american	12
514	T	n: variability	12
515	T	nnn: mammoet van oord	12
516	T	nn: dowec partner	12
517	T	n: orimulsion	12
518	T	n: awea	12
519	T	n: computation	12
520	T	npn: table of content	12
521	T	npnn: journal of american science	12
522	T	nn: energy sector	12
523	T	npn: provision of article	12
524	T	n: functionality	12
525	T	nn: jepirachi project	12
526	T	n: lipscomb	12
527	T	an: sound exposure	12
528	T	a: auxiliary	12
529	T	nn: machine support	12
530	T	an: liquid hydrogen	12
531	T	an: alternative solution	12
532	T	an: upwind rotor	12
533	T	nn: generator type	12
534	T	nnn: wind turbine project	11
535	T	an: aerodynamic loading	11
536	T	nn: electricity system	11
537	T	n: twh	11
538	T	n: rel	11
539	T	n: rms	11
540	T	ann: renewable energy project	11
541	T	nn: migration route	11
542	T	an: electrical power	11
543	T	n: sediment	11
544	T	nnn: blade flow field	11
545	T	n: sadock	11
546	T	an: electric line	11
547	T	n: guajira	11
548	T	ncnn: species and habitat type	11
549	T	nn: design procedure	11
550	T	nn: hawt blade	11
551	T	r: dynamically	11
552	T	nn: flow state	11
553	T	nn: technology improvement	11
554	T	nn: sheldon energy	11
555	T	nn: power level	11
556	T	n: wpp	11
557	T	an: vestibular labyrinth	11
558	T	a: slotless	11
559	T	n: lariteksas	11
560	T	nn: site suitability	11
561	T	an: technical description	11
562	T	nn: noise annoyance	11
563	T	n: doe	11
564	T	nn: empresas públicas	11
565	T	n: cfd	11
566	T	an: potential effect	11
567	T	nn: wind development	11
568	T	nn: design condition	11
569	T	nn: noise guideline	11
570	T	nn: rotor design	11
571	T	n: monopile	11
572	T	n: ospar	11
573	T	a: stall-regulated	11
574	T	a: axisymmetric	11
575	T	nn: blade passage	11
576	T	n: wrig	11
577	T	an: aerodynamic performance	11
578	T	nnn: rime ice profile	11
579	T	n: airflow	11
580	T	nn: electricity output	11
581	T	nn: fuel oil	11
582	T	nn: voltage level	11
583	T	nn: power capacity	11
584	T	an: short circuit	11
585	T	a: stand-alone	11
586	T	an: hydraulic system	11
587	T	nn: rotor side	11
588	T	nn: airfoil section	11
589	T	nn: generator speed	11
590	T	n: bwea	11
591	T	nn: bat fatality	11
592	T	nn: turbine installation	10
593	T	n: tgf	10
594	T	nn: icing condition	10
595	T	an: defective part	10
596	T	n: pem	10
597	T	n: neighbor	10
598	T	nn: peak power	10
599	T	n: mm5	10
600	T	nn: analysis model	10
601	T	n: llc	10
602	T	nn: installation method	10
603	T	an: gravitational force	10
604	T	nn: panel member	10
605	T	an: renewable electricity	10
606	T	aann: optimum relative wind angle	10
607	T	an: high power	10
608	T	nn: stream tube	10
609	T	nnn: wind turbine power	10
610	T	nn: rotor power	10
611	T	n: psig	10
612	T	nn: surface water	10
613	T	nn: energy generation	10
614	T	nn: annex ii	10
615	T	nn: dowec project	10
616	T	nn: sunforce product	10
617	T	nnpn: pitch angle of 90º	10
618	T	nn: engineering department	10
619	T	nn: airfoil characteristic	10
620	T	n: vawts	10
621	T	n: resistor	10
622	T	nn: eia directive	10
623	T	nn: resource assessment	10
624	T	nn: wind flow	10
625	T	n: gasoline	10
626	T	nnn: mw wind turbine	10
627	T	nn: turbine site	10
628	T	an: static pressure	10
629	T	a: chatham-kent	10
630	T	nnpn: health impact of wind	10
631	T	an: high voltage	10
632	T	nn: fault ride-through	10
633	T	nnn: wind turbine configuration	10
634	T	nn: flow chart	10
635	T	npan: comparison of different wind	10
636	T	nn: project emission	10
637	T	n: epa	10
638	T	nn: market penetration	10
639	T	annn: previous year design project	10
640	T	n: taper	10
641	T	nn: inflow angle	10
642	T	nn: lightning protection	10
643	T	r: upwind	10
644	T	nn: capacity addition	10
645	T	a: hydrostatic	10
646	T	n: cetacean	10
647	T	n: composite	10
648	T	nn: development consent	10
649	T	ann: passive pitch control	10
650	T	ncnn: pedersen and persson waye	10
651	T	an: stationary blade	10
652	T	npn: town of ridgeville	10
653	T	nn: engineering analysis	10
654	T	n: ewea	10
655	T	n: waveform	10
656	T	a: 2007b	10
657	T	nn: vortex system	10
658	T	ncnn: lift and drag coefficient	10
659	T	n: rüzgar	10
660	T	nn: power reference	10
661	T	an: offshore location	10
662	T	ann: annual energy output	10
663	T	nnn: greenhouse gas emission	10
664	T	a: seri-s809	10
665	T	nn: project component	10
666	T	an: meteorological tower	10
667	T	nn: sleep disturbance	10
668	T	npn: position of revolution	10
669	T	ann: green energy act	10
670	T	an: sustainable energy	10
671	T	ann: relative wind speed	10
672	T	nn: foot tower	10
673	T	nn: direct-drive pmsg	10
674	T	nn: connection point	10
675	T	n: low-speed	10
676	T	a: outboard	10
677	T	an: migratory specie	10
678	T	n: sandia	10
679	T	aann: average annual wind speed	10
680	T	n: spreadsheet	10
681	T	an: stray voltage	10
682	T	nn: instructor preparation	10
683	T	ann: variable wind study	10
684	T	n: schematic	10
685	T	nn: baseline methodology	10
686	T	n: altamont	10
687	T	ann: renewable energy company	10
688	T	a: overhead	10
689	T	ann: national unit specification	10
690	T	nn: monitoring plan	10
691	T	nn: employability skill	10
692	T	ann: maximum power coefficient	10
693	T	nn: air flow	10
694	T	an: radial distance	10
695	T	n: fig	115
696	T	n: web	9
697	T	nn: rotor position	9
698	T	nnn: wind power generation	9
699	T	n: usa	9
700	T	nn: bird mortality	9
701	T	a: 3-d	9
702	T	an: rotational velocity	9
703	T	n: pmt	9
704	T	n: pll	9
705	T	n: nai	9
706	T	n: hertz	9
707	T	n: topsoil	9
708	T	nn: thrust force	9
709	T	n: color	9
710	T	npn: level of sound	9
711	T	nn: control strategy	9
712	T	nn: den berg	9
713	T	an: electromagnetic field	9
714	T	npnn: operation of wind turbine	9
715	T	nnnn: guy wire attachment plate	9
716	T	ann: angular induction factor	9
717	T	nnn: california energy commission	9
718	T	n: nomenclature	9
719	T	npan: journal of low frequency	9
720	T	nn: turbine cost	9
721	T	nnn: rotor side converter	9
722	T	nn: turbulence intensity	9
723	T	nnn: wind turbine component	9
724	T	n: startup	9
725	T	an: pericardial thickening	9
726	T	an: mechanical torque	9
727	T	a: non-participating	9
728	T	a: elastic	9
729	T	nn: blade rotation	9
730	T	nnn: vejo elektra uab	9
731	T	nnn: wind turbine foundation	9
732	T	nn: hydrogen gas	9
733	T	nn: host party	9
734	T	n: cnd	9
735	T	an: scientific knowledge	9
736	T	an: current work	9
737	T	ann: elemental power coefficient	9
738	T	an: synchronous machine	9
739	T	n: conduction	9
740	T	a: site-specific	9
741	T	a: analogous	9
742	T	nn: voltage source	9
743	T	npnn: view of blade element	9
744	T	nn: power grid	9
745	T	n: vvvd	9
746	T	an: individual project	9
747	T	r: ago	9
748	T	nnn: sample blade design	9
749	T	nn: tower tube	9
750	T	nn: rotor performance	9
751	T	nn: fault analysis	9
752	T	an: small turbine	9
753	T	nn: state university	9
754	T	nn: feed-in tariff	9
755	T	npn: level of infrasound	9
756	T	a: nys	9
757	T	an: experimental datum	9
758	T	nn: road repair	9
759	T	nn: cost analysis	9
760	T	nn: simulation parameter	9
761	T	nn: system frequency	9
762	T	n: additionality	9
763	T	nn: power sector	9
764	T	n: hydropower	9
765	T	a: brushless	9
766	T	nn: voltage control	9
767	T	n: cowrie	9
768	T	an: recommended resource	9
769	T	nn: turbine model	9
770	T	nn: input input	9
771	T	n: svanen	9
772	T	n: easement	9
773	T	nn: design requirement	9
774	T	nn: blade section	9
775	T	an: global wind	9
776	T	an: sensitive receptor	9
777	T	npn: collection of information	9
778	T	ncnn: habitat and bird directive	9
779	T	an: dynamic response	9
780	T	nnn: wind farm plan	9
781	T	npn: proceeding of inter-noise	9
782	T	nn: john wiley	9
783	T	ann: sound level meter	9
784	T	a: climatic	9
785	T	a: leeward	9
786	T	nn: transition piece	9
787	T	n: dalhousie	9
788	T	an: technical information	9
789	T	a: geometric	9
790	T	nn: time step	9
791	T	a: untwisted	9
792	T	an: aerodynamic efficiency	9
793	T	nn: speed range	9
794	T	n: blade	1425
795	T	nn: horn rev	8
796	T	n: derogation	8
797	T	nn: pmsg system	8
798	T	n: tel	8
799	T	nn: cn curve	8
800	T	nn: investment cost	8
801	T	annn: single input level comparator	8
802	T	n: rma	8
803	T	acan: occupational and environmental medicine	8
804	T	npan: production of electric power	8
805	T	npn: operation of wecs	8
806	T	npnn: design of wind farm	8
807	T	n: r&d	8
808	T	n: pms	8
809	T	n: osu	8
810	T	an: radial arm	8
811	T	n: nrc	8
812	T	n: free-stream	8
813	T	npan: concept with full-scale power	8
814	T	nn: noise impact	8
815	T	n: cont	8
816	T	nn: health concern	8
817	T	an: baseline study	8
818	T	n: fog	8
819	T	nn: actuator disc	8
820	T	n: viscosity	8
821	T	n: calif	8
822	T	ann: geothermal heat pump	8
823	T	n: peatland	8
824	T	nn: pressure coefficient	8
825	T	nn: pre-publication draft	8
826	T	nn: vortex sheet	8
827	T	nn: population size	8
828	T	an: current limit	8
829	T	nn: ice throw	8
830	T	n: matlab	8
831	T	nnn: wind turbine governor	8
832	T	nn: voltage dip	8
833	T	n: azimuth	8
834	T	ann: human impact factor	8
835	T	n: modulo	8
836	T	nn: tower rescue	8
837	T	nn: conservation education	8
838	T	nn: model input	8
839	T	aan: potential adverse effect	8
840	T	nn: activity instructor	8
841	T	an: main component	8
842	T	npn: state of wisconsin	8
843	T	n: culvert	8
844	T	ann: grid-connected electricity generation	8
845	T	an: international meeting	8
846	T	nn: power source	8
847	T	n: ibis	8
848	T	nn: plot step	8
849	T	npnn: specie of community interest	8
850	T	nn: project site	8
851	T	nn: community noise	8
852	T	nnn: blade geometry parameter	8
853	T	n: winch	8
854	T	n: deformation	8
855	T	a: longitudinal	8
856	T	n: cnc	8
857	T	an: magnetic field	8
858	T	n: aug	8
859	T	nnn: wind energy system	8
860	T	ann: simulate fault analysis	8
861	T	an: high angle	8
862	T	ann: three-bladed wind turbine	8
863	T	npn: level of noise	8
864	T	ann: onshore wind farm	8
865	T	nn: tower head	8
866	T	an: three-bladed rotor	8
867	T	ann: human impact model	8
868	T	an: dynamic load	8
869	T	nn: biodiversity conservation	8
870	T	nn: system operator	8
871	T	anpn: medical officer of health	8
872	T	nn: wyoming county	8
873	T	n: wecu	8
874	T	ann: global climate change	8
875	T	an: mechanical energy	8
876	T	nnn: wildlife sensitivity map	8
877	T	an: natural range	8
878	T	ann: national dispatch center	8
879	T	a: favorable	8
880	T	nn: background noise	8
881	T	nn: id number	8
882	T	annn: american wind energy association	8
883	T	nn: turbine shaft	8
884	T	nn: ieee trans	8
885	T	an: net electricity	8
886	T	n: ertrag	8
887	T	a: mid	8
888	T	n: canwea	8
889	T	a: biogeographical	8
890	T	nnn: design wind velocity	8
891	T	nn: energy capture	8
892	T	ann: constant wind study	8
893	T	an: seri-s809 airfoil	8
894	T	n: seqr	8
895	T	nnn: actuator disk theory	8
896	T	n: cathode	8
897	T	ann: national research council	8
898	T	nn: output voltage	8
899	T	an: rigid hub	8
900	T	nn: field study	8
901	T	an: potential energy	8
902	T	npnn: effect of rime ice	8
903	T	nn: rotor shaft	8
904	T	nn: tower height	8
905	T	n: peatlands	8
906	T	a: birdlife	8
907	T	n: modulation	8
908	T	nn: wecs facility	8
909	T	nn: transmission system	8
910	T	a: onsite	8
911	T	an: external sound	8
912	T	ann: individual wind turbine	8
913	T	ann: lateral angle brake	8
914	T	nn: service road	8
915	T	aann: simulate variable wind study	8
916	T	nn: tunnel test	8
917	T	an: technical datum	8
918	T	an: anthropogenic emission	8
919	T	nn: pathway analysis	8
920	T	a: tangential	8
921	T	an: onboard crane	8
922	T	n: osha	8
923	T	a: intermittent	8
924	T	nn: prototype testing	8
925	T	ann: technical description repower	8
926	T	an: normal force	8
927	T	npnn: assessment of wind farm	8
928	T	n: chatham-kent	8
929	T	nn: blade cn	8
930	T	nn: blade radius	8
931	T	nn: restoration plan	8
932	T	nn: direct-drive generator	8
933	T	an: potential risk	8
934	T	nn: wecs site	8
935	T	ann: standard deviation level	8
936	T	a: adaptive	8
937	T	nn: unit energy	8
938	T	nn: dfig system	8
939	T	nn: gunfleet sand	8
940	T	nn: dispatch order	8
941	T	nnnn: wind energy conversion unit	8
942	T	nn: electricity grid	8
943	T	n: air	192
944	T	an: aerodynamic sound	7
945	T	nn: health protection	7
946	T	ann: consolidated baseline methodology	7
947	T	nn: project level	7
948	T	a: inertial	7
949	T	n: rsc	7
950	T	n: keywords	7
951	T	an: offshore application	7
952	T	an: middle ear	7
953	T	n: ngo	7
954	T	an: hawt rotor	7
955	T	an: professional engineer	7
956	T	nn: phocoena phocoena	7
957	T	nn: business day	7
958	T	aan: planned economic activity	7
959	T	n: hpa	7
960	T	nn: blade chord	7
961	T	an: linear spring	7
962	T	nn: slip ring	7
963	T	nn: savonius rotor	7
964	T	nn: kilowatt hour	7
965	T	n: spacing	7
966	T	nnn: prototype carbon fund	7
967	T	an: upper surface	7
968	T	n: prandtl	7
969	T	nan: cn standard deviation	7
970	T	ann: offshore wind technology	7
971	T	nn: scale factor	7
972	T	npn: cost of system	7
973	T	a: case-by-case	7
974	T	nnn: fault ride-through capability	7
975	T	a: birch	7
976	T	a: musial	7
977	T	nn: bus voltage	7
978	T	ann: federal aviation administration	7
979	T	nn: aluminum stock	7
980	T	a: inboard	7
981	T	nn: pump system	7
982	T	an: executive summary	7
983	T	nn: collection system	7
984	T	ann: optimal pitch angle	7
985	T	n: increment	7
986	T	nva: project be additional	7
987	T	npn: description of project	7
988	T	nn: icing event	7
