#	type	pilot	freq	spec	semScore	isDico	isDistrib
46	T	reactive power	58	3,66			
46	V[s]	active and reactive power	13	3,01			
46	V[s]	GSC reactive power	2	2,20			
46	V[s]	output reactive power	2	1,90			
46	V[h]+	Pure Power	4	2,50	0,52	0	1
46	V[h]+	active power	17	3,12	0,46	0	1
47	T	DFIG	57	3,65			
48	T	linear	56	3,64			
49	T	VAWT	56	3,64			
50	T	flywheel	54	3,62			
51	T	Vertical Axis Wind Turbines	53	3,62			
51	V[ih]+	Horizontal Axis Wind Turbine	41	3,50	0,97	0	1
52	T	flow field	52	3,61			
52	V[s]	blade flow field	11	2,93			
52	V[s]	Turbine Blade Flow Fields	4	2,50			
52	V[s]	wind turbine flow fields	2	2,20			
52	V[s]	Flow Field Structure	5	2,59			
52	V[h]+	flow chart	10	2,89	0,64	0	1
52	V[h]+	exchange field	5	2,59	0,44	0	1
52	V[h]+	flow visualization	3	2,37	0,41	0	1
52	V[h]+	flow domain	4	2,50	0,91	1	1
53	T	Jepirachi	52	3,61			
54	T	turbine noise	52	3,61			
54	V[s]+	wind turbine noise	43	3,53			
54	V[h]+	TURBINE SOUND	80	3,80	0,65	0	1
54	V[h]+	turbine exposure	3	2,37	0,37	0	1
55	T	mitigation measures	51	3,60			
55	V[s]	potential mitigation measures	14	3,04			
56	T	inverter	50	3,59			
57	T	project area	49	3,58			
58	T	conservation objectives	49	3,58			
58	V[s]	conservation objectives of the Natura	5	2,59			
58	V[s]	meeting site conservation objectives	2	2,20			
58	V[h]+	conservation education	8	2,80	0,48	0	1
58	V[h]+	conservation NGOs	3	2,37	0,43	0	1
59	T	dBA	48	3,57			
60	T	wind turbine blades	48	3,57			
61	T	vestibular	48	3,57			
62	T	UPME	47	3,56			
63	T	power production	47	3,56			
63	V[s]+	Production of electric power	9	2,55			
63	V[s]+	thermal power production	7	2,74			
63	V[s]	Power production of a HAWT	2	2,20			
63	V[s]	Power production of the wind	3	2,07			
63	V[s]	annual power production	2	2,20			
63	V[s]+	maximum power production	2	2,20			
63	V[h]+	Power Syst	2	2,20	0,45	0	1
63	V[h]+	power producers	4	2,50	0,39	0	1
63	V[h]+	power output	56	2,26	0,82	1	1
64	T	offshore wind energy	47	3,56			
65	T	rotor diameter	47	3,56			
65	V[s]	82m rotor diameter	2	2,20			
65	V[s]	turbine rotor diameter	2	2,20			
65	V[h]+	rotor plane	29	3,35	0,60	0	1
65	V[h]+	rotor position	9	2,85	0,53	0	1
65	V[h]+	rotor hub	18	3,15	0,52	0	1
66	T	modified blade	47	3,56			
66	V[h]+	untwisted blade	7	2,74	0,65	0	1
66	V[h]+	modified twist	12	2,97	0,36	0	1
66	V[h]+	modified chord-length	2	2,20	0,32	0	1
67	T	stator	47	3,56			
68	T	Low Frequency Noise	46	3,55			
68	V[ih]+	low frequency sound	78	3,78	0,65	0	1
68	V[ih]+	low levels of noise	2	2,20	0,33	0	1
69	T	guy wire	46	3,55			
69	V[s]	upper guy wire	3	2,37			
69	V[s]	lower guy wire	3	2,37			
69	V[h]+	Cable Wire	5	2,59	0,60	0	1
70	T	rpm	45	3,55			
71	T	TURBINE APPLICATIONS PAGE	45	3,55			
72	T	transformer	45	3,55			
73	T	SOUND AND HEALTH EFFECTS	44	3,54			
74	T	NREL	44	3,54			
75	T	blade length	44	3,54			
75	V[h]+	blade element	96	3,87	0,63	0	1
75	V[h]+	blade geometry	33	3,41	0,60	0	1
75	V[h]+	blade planform	2	2,20	0,60	0	1
75	V[h]+	blade shape	31	3,38	0,52	0	1
75	V[h]+	chord length	26	3,31	0,34	0	1
76	T	Max	43	3,53			
77	T	wind turbine noise	43	3,53			
77	V[ih]+	wind farm noise	3	2,37	0,89	0	1
77	V[s]	In-home wind turbine noise	2	2,20			
77	V[ih]+	wind turbine sound levels	3	2,37	0,65	0	1
77	V[ih]+	WIND TURBINE SOUND	71	3,74	0,65	0	1
77	V[ih]+	wind turbine exposure	2	2,20	0,37	0	1
78	T	power systems	43	3,53			
78	V[s]	Power Generator system	3	2,07			
78	V[s]	solar power systems	2	2,20			
78	V[s]	modern power systems	3	2,37			
78	V[s]	Power system frequency	2	2,20			
78	V[s]	wind power systems	2	2,20			
78	V[s]	power system faults	2	2,20			
79	T	PMSG	42	3,52			
80	T	MWh	42	3,52			
81	T	Reynolds number	42	3,52			
81	V[h]+	Mach number	3	2,37	0,83	0	1
81	V[h]+	ID number	8	2,80	0,78	0	1
81	V[s]+	low Reynolds numbers	4	2,50			
81	V[h]+	RMA number	4	2,50	0,46	0	1
82	T	JOINT IMPLEMENTATION PROJECT DESIGN DOCUMENT	42	3,52			
83	T	wind velocity	42	3,52			
83	V[s]	design wind velocity	8	2,80			
83	V[s]	average wind velocity	6	2,67			
83	V[s]	radial wind velocity	2	2,20			
83	V[s]	free-stream wind velocity	2	2,20			
84	T	IMPLEMENTATION PROJECT DESIGN DOCUMENT FORM	42	3,52			
85	T	Joint Implementation Supervisory Committee page	41	3,50			
86	T	Horizontal Axis Wind Turbine	41	3,50			
86	V[ih]+	Vertical Axis Wind Turbines	53	3,62	0,97	0	1
87	T	wind generator systems	41	3,50			
88	T	sound levels	80	3,49			
88	V[p]+	infrasound levels	2	1,90			
88	V[h]+	Sound Propagation	2	2,20	0,68	0	1
88	V[s]	ambient sound level	3	2,07			
88	V[h]+	ambient levels	4	2,50	0,57	0	1
88	V[h]+	Sound Measurement	7	2,44	0,53	0	1
88	V[h]+	sound pressure	47	3,26	0,53	0	1
88	V[s]+	low sound levels	2	2,20			
88	V[h]+	high levels	24	0,73	0,51	0	1
88	V[h]+	sound exposure	14	2,74	0,41	0	1
89	T	NACA	40	3,49			
90	T	blade pitch	40	3,49			
90	V[s]	blade pitch angle	12	2,97			
90	V[h]+	blade chordline	3	2,07	0,80	0	1
90	V[h]+	blade pitching	3	2,37	0,87	1	1
91	T	induction factor	40	3,49			
91	V[h]+	tip-loss factor	16	2,80	0,59	0	1
92	T	turbine technology	40	3,49			
92	V[s]+	wind turbine technology	28	3,34			
92	V[s]	art wind turbine technology	2	2,20			
92	V[s]	Summary Wind turbine technology	2	2,20			
92	V[s]	GALE Wind Turbine Technology	2	2,20			
92	V[h]+	turbine farm	2	2,20	0,30	0	1
93	T	grid connection	39	3,48			
93	V[s]+	grid connection requirements	7	2,74			
93	V[s]	smooth grid connection	4	2,50			
93	V[h]+	grid codes	14	3,04	0,51	0	1
93	V[h]+	grid faults	15	3,07	0,51	0	1
93	V[h]+	Grid Transformer	2	1,90	0,43	0	1
94	T	EXPERT PANEL REVIEW	39	3,48			
95	T	marine mammals	38	3,47			
95	V[h]+	marine fish	3	2,37	0,78	0	1
95	V[h]+	marine epifauna	5	2,59	0,73	0	1
95	V[h]+	marine sediments	2	2,20	0,39	0	1
96	T	deg	38	3,47			
97	T	sound pressure level	38	3,47			
98	T	energy production	37	3,46			
98	V[s]	energy production potential	2	2,20			
98	V[s]+	annual energy production	13	3,01			
98	V[s]	Thermal Energy Production	2	2,20			
98	V[s]	Net Annual Energy Production	2	2,20			
98	V[s]	electrical energy production	3	2,37			
98	V[s]	Calculated annual energy production	2	2,20			
98	V[s]	wind energy production	2	2,20			
98	V[h]+	electricity production	7	2,44	0,47	0	1
98	V[h]+	energy consumption	15	3,07	0,46	0	1
98	V[h]+	energy yield	20	3,19	0,90	1	1
98	V[h]+	energy amount	2	2,20	0,35	0	1
99	T	behavior	37	3,46			
99	V[g]	behaviour	25	0,38			
100	T	wind turbine concepts	37	3,46			
100	V[ih]+	wind farm concept	2	1,90	0,89	0	1
100	V[s]	contemporary wind turbine concepts	2	2,20			
101	T	LFA	36	3,45			
102	T	water tower	36	3,45			
102	V[h]+	lattice tower	6	2,67	0,41	0	1
102	V[h]+	water depth	21	3,21	0,31	0	1
103	T	SCIG	36	3,45			
104	T	competent authority	35	3,44			
104	V[s]	competent national authorities	3	2,37			
104	V[h]+	relevant authorities	2	1,03	0,36	0	1
105	T	Ref	34	3,42			
106	T	power curve	34	3,42			
106	V[s]	standard power curves	2	2,20			
106	V[s]+	power curve of a wind	3	2,37			
106	V[s]	Typical power curve	2	2,20			
106	V[h]+	Power Syst	2	2,20	0,61	0	1
106	V[h]+	power electronics	18	3,15	0,50	0	1
106	V[h]+	power plants	139	2,43	0,48	0	1
106	V[h]+	power producers	4	2,50	0,38	0	1
107	T	electric power	34	3,42			
107	V[h]+	reactive power	58	3,66	0,37	0	1
108	T	project boundary	34	3,42			
108	V[h]+	project sponsor	7	2,74	0,62	0	1
108	V[h]+	project activity	76	3,77	0,49	0	1
109	T	cos	34	3,42			
110	T	net	34	3,42			
111	T	Vol	33	3,41			
112	T	small wind turbines	33	3,41			
112	V[ih]+	industrial-scale wind turbines	2	2,20	0,44	0	1
113	T	WIND TURBINE APPLICATIONS PAGE	33	3,41			
114	T	substation	33	3,41			
115	T	power converter	33	3,41			
115	V[s]	power electronic converter	14	3,04			
115	V[h]+	Power Syst	2	2,20	0,50	0	1
115	V[h]+	power electronics	18	3,15	0,43	0	1
115	V[h]+	power plants	139	2,43	0,40	0	1
115	V[h]+	power producers	4	2,50	0,31	0	1
116	T	blade geometry	33	3,41			
116	V[s]	blade geometry parameters	8	2,80			
116	V[s]	Blade geometry output	6	2,67			
116	V[h]+	blade element	96	3,87	0,74	0	1
116	V[h]+	blade planform	2	2,20	0,69	0	1
116	V[h]+	blade shape	31	3,38	0,65	0	1
117	T	Birds Directive	32	3,40			
117	V[h]+	bird species	16	3,10	0,66	0	1
117	V[h]+	Habitats Directive	73	3,76	0,53	0	1
117	V[h]+	RES Directive	3	2,37	0,32	0	1
117	V[h]+	Bird strike	5	2,59	0,31	0	1
118	T	HSWF	32	3,40			
119	T	CDM	32	3,40			
120	T	BEM	32	3,40			
121	T	wind turbine system	32	3,40			
121	V[s]	Domestic Wind Turbines Systems	15	3,07			
122	T	rotational speed	31	3,38			
122	V[s]+	rotational speed of the turbine	3	2,37			
123	T	UAB	31	3,38			
124	T	turbine power	31	3,38			
124	V[s]	wind turbine power	10	2,89			
124	V[s]	turbine power output	7	2,74			
125	T	wind turbine rotor	31	3,38			
126	T	earth anchor	31	3,38			
126	V[s]	Arrowhead Earth Anchor	3	2,37			
126	V[s]	fourth earth anchor	3	2,37			
127	T	REpower	31	3,38			
128	T	blade shape	31	3,38			
128	V[s]	modified blade shape	4	2,50			
128	V[s]	optimum blade shape	3	2,37			
128	V[h]+	blade geometry	33	3,41	0,65	0	1
128	V[h]+	blade element	96	3,87	0,63	0	1
128	V[h]+	blade planform	2	2,20	0,58	0	1
128	V[h]+	blade Figure	5	2,59	0,87	1	1
129	T	Castelo Branco	30	3,37			
129	V[s]	Castelo Branco NAA	4	2,50			
130	T	length blade	30	3,37			
130	V[h]+	length distribution	2	2,20	0,35	0	1
130	V[h]+	rotor blade	94	3,87	0,30	0	1
131	T	rotor speed	30	3,37			
131	V[h]+	rotation speed	7	2,74	0,39	0	1
132	T	receptors	30	3,37			
133	T	HAWTs	30	3,37			
134	T	avian	29	3,35			
135	T	National Renewable Energy Laboratory	29	3,35			
136	T	Domestic Wind Turbines	29	3,35			
136	V[ih]+	industrial-scale wind turbines	2	2,20	0,36	0	1
137	T	amplitude	29	3,35			
138	T	rotor plane	29	3,35			
138	V[h]+	rotor diameter	47	3,56	0,60	0	1
138	V[h]+	rotor inlet	3	2,37	0,49	0	1
138	V[h]+	rotor position	9	2,85	0,48	0	1
138	V[h]+	rotor disk	19	2,87	0,39	0	1
139	T	crediting period	29	3,35			
139	V[s]	renewable crediting period	2	2,20			
139	V[h]+	payback periods	3	2,37	0,40	0	1
140	T	infrasound	115	3,35			
141	T	Darrieus	28	3,34			
142	T	Van Oord	28	3,34			
142	V[s]	photo Van Oord	2	1,90			
142	V[s]+	Mammoet Van Oord	12	2,97			
143	T	Vestas	28	3,34			
144	T	topologies	28	3,34			
145	T	3-blade	28	3,34			
146	T	higher frequency	28	3,34			
146	V[h]+	infrasound frequency	3	2,07	0,50	0	1
146	V[h]+	high levels	24	0,73	0,33	0	1
147	T	wind turbine technology	28	3,34			
147	V[s]+	Offshore wind turbine technology	3	2,37			
148	T	tower base	28	3,34			
148	V[h]+	tower foundations	4	2,50	0,84	1	1
149	T	air density	28	3,34			
149	V[s]	sea level air density	7	2,74			
149	V[s]	average air density	6	2,67			
149	V[h]+	Forest density	2	2,20	0,46	0	1
149	V[h]+	air mass	4	2,50	0,39	0	1
149	V[h]+	air pollution	5	1,11	0,31	0	1
150	T	hub height	28	3,34			
151	T	UAE	27	3,32			
152	T	GHG	27	3,32			
153	T	twist distribution	27	3,32			
153	V[s]	Twist angle distributions	2	2,20			
153	V[h]+	chord-length distribution	21	2,74	0,84	0	1
153	V[s]+	Modified twist distribution	2	2,20			
153	V[h]+	tap distribution	7	2,44	0,41	0	1
154	T	slipstream	27	3,32			
155	T	drive train	27	3,32			
155	V[s]	Drive Train Concepts	3	2,37			
156	T	wind park	26	3,31			
156	V[s]	Wind Power Park	5	2,59			
156	V[h]+	wind power-plant	2	1,90	0,57	0	1
156	V[h]+	Wind turbines-a	2	2,20	0,57	0	1
156	V[h]+	wind channel	2	2,20	0,57	0	1
156	V[h]+	wind turbine	1854	4,68	0,56	0	1
156	V[h]+	wind farm	488	3,20	0,55	0	1
157	T	compensatory	26	3,31			
158	T	decibels	26	3,31			
159	T	ECN	26	3,31			
160	T	blade tip	26	3,31			
160	V[s]	blade tip speed	6	2,67			
160	V[h]+	blade element	96	3,87	0,59	0	1
160	V[h]+	blade geometry	33	3,41	0,54	0	1
160	V[h]+	blade planform	2	2,20	0,52	0	1
161	T	transmission lines	26	3,31			
161	V[s]	kV transmission line	3	2,37			
161	V[h]+	dot-dash line	2	2,20	0,85	0	1
161	V[h]+	volt line	4	2,50	0,78	0	1
161	V[s]	related transmission lines	2	2,20			
161	V[h]+	smoke line	2	2,20	0,50	0	1
161	V[h]+	property line	20	3,19	0,34	0	1
162	T	chord length	26	3,31			
162	V[h]+	blade length	44	3,54	0,34	0	1
163	T	renewable energy sources	25	3,29			
163	V[ih]+	Renewable Energies Roadmap	3	2,07	0,64	0	1
163	V[ih]+	renewable energy target	4	2,50	0,51	0	1
164	T	kWh	25	3,29			
165	T	angular velocity	25	3,29			
165	V[h]+	axial velocity	18	3,15	0,72	0	1
165	V[h]+	relative velocity	3	2,37	0,33	0	1
165	V[h]+	absolute velocity	2	2,20	0,31	0	1
166	T	axial induction factor	25	3,29			
166	V[ih]+	angular induction factors	9	2,85	0,72	0	1
167	T	wind energy development	25	3,29			
167	V[s]	offshore wind energy development	2	2,20			
167	V[ih]+	wind energy research	6	2,67	0,49	0	1
168	T	wind tunnel	50	3,29			
168	V[s]	ft wind tunnel	5	2,59			
168	V[s]	Dalhousie wind tunnel	2	2,20			
168	V[s]	wind tunnel experiments	2	2,20			
168	V[s]	wind tunnel testing	2	2,20			
168	V[h]+	wind channel	2	2,20	0,55	0	1
168	V[h]+	wind power-plant	2	1,90	0,55	0	1
168	V[h]+	Wind turbines-a	2	2,20	0,55	0	1
168	V[h]+	wind turbine	1854	4,68	0,54	0	1
168	V[h]+	wind farm	488	3,20	0,50	0	1
169	T	INTERNAL File	25	3,29			
170	T	top	25	3,29			
171	T	radial locations	25	3,29			
171	V[s]	adjacent radial location	2	2,20			
171	V[h]+	radial arms	8	2,80	0,45	0	1
171	V[h]+	suitable locations	6	2,67	0,36	0	1
172	T	pages Status	25	3,29			
173	T	tip-speed ratio	98	3,28			
173	V[h]+	glide ratio	19	3,17	0,93	0	1
173	V[s]	local tip-speed ratio	22	2,93			
173	V[s]+	design tip-speed ratio	20	2,89			
174	T	dynamic stall vortex	24	3,27			
175	T	VAD	24	3,27			
176	T	lift coefficient	24	3,27			
176	V[h]+	thrust coefficient	23	3,25	0,53	0	1
177	T	relative wind angle	24	3,27			
178	T	wind power stations	24	3,27			
178	V[ih]+	Wind Power Plant	74	3,76	0,42	0	1
178	V[ih]+	power curve of a wind	3	2,37	0,34	0	1
179	T	hydrogen system	24	3,27			
179	V[s]	hydrogen storage system	4	2,50			
180	T	HYPERLINK	48	3,27			
181	T	human impact	24	3,27			
181	V[h]+	environmental impacts	75	2,18	0,43	0	1
181	V[h]+	potential impacts	62	2,57	0,39	0	1
181	V[h]+	visual impact	16	2,02	0,36	0	1
182	T	installed capacity	24	3,27			
182	V[s]	installed wind power capacity	3	2,37			
182	V[s]	net installed capacity	4	2,50			
182	V[h]+	built-in capacity	2	2,20	0,75	0	1
182	V[s]	potential and installed capacities	3	2,37			
182	V[h]+	hydroelectric capacity	2	2,20	0,33	0	1
183	T	speed ratio	24	3,27			
183	V[s]	rotor tip speed ratio	2	2,20			
183	V[h]+	speed variations	2	2,20	0,35	0	1
184	T	adverse health effects	24	3,27			
184	V[ih]+	adverse health consequences	4	2,50	0,93	1	1
185	T	sound pressure	47	3,26			
185	V[s]+	lower sound pressure	2	2,20			
185	V[h]+	sound levels	80	3,49	0,53	0	1
185	V[h]+	highest pressure	5	1,56	0,51	0	1
185	V[h]+	Sound Propagation	2	2,20	0,42	0	1
185	V[h]+	Sound Measurement	7	2,44	0,36	0	1
186	T	offshore wind turbine	47	3,26			
186	V[ih]+	offshore wind farm development	5	2,59	0,89	0	1
186	V[ih]+	Offshore wind farm consent	2	1,90	0,89	0	1
186	V[ih]+	offshore wind farms	66	3,11	0,89	0	1
187	T	thrust coefficient	23	3,25			
187	V[s]	Radial thrust coefficient	5	2,29			
187	V[s]	thrust coefficient CT	3	2,07			
187	V[s]	local thrust coefficient	6	2,67			
187	V[h]+	lift coefficient	24	3,27	0,53	0	1
188	T	integrity of the site	23	3,25			
188	V[s]+	site integrity	2	2,20			
188	V[h]+	management of the site	4	2,50	0,40	0	1
188	V[h]+	restoration of the site	4	2,50	0,39	0	1
189	T	EEPPM	23	3,25			
190	T	wind projects	23	3,25			
190	V[s]	Wind Power Project	19	3,17			
190	V[s]+	wind farm projects	16	3,10			
190	V[s]+	wind turbine project	12	2,67			
190	V[s]	wind energy projects	12	2,97			
190	V[s]	Jepirachi wind project	4	2,50			
190	V[s]	Offshore wind projects	2	2,20			
190	V[s]	Dutch wind project	2	2,20			
