#	type	pilot	freq	spec	ind
13	V[s]	annular blade element	2	2,20	1,00
14	T	rotor blade	94	3,87	0,32
14	V[s]	rotor blade position	17	3,12	0,71
14	V[s]	wind turbine rotor blade	4	2,50	0,75
14	V[s]+	rotor blade passage	3	2,37	0,33
15	T	TSR	91	3,85	0,59
16	T	WIND TURBINE APPLICATIONS	86	3,83	0,59
17	T	Annex	83	3,81	0,41
18	T	low frequency sound	78	3,78	0,86
19	T	ordinance	77	3,78	0,44
20	T	project activity	76	3,77	0,49
20	V[s]	CDM project activity	7	2,74	0,71
21	T	Wind Power Plant	74	3,76	0,23
22	T	dynamic stall	74	3,76	0,34
23	T	Habitats Directive	73	3,76	0,67
24	T	HAWT	71	3,74	0,31
25	T	WIND TURBINE SOUND	71	3,74	0,87
26	T	Town Board	70	3,74	0,84
26	V[s]	Sheldon Town Board	4	2,50	1,00
27	T	wind farm development	69	3,73	0,55
27	V[s]	offshore wind farm development	5	2,59	1,00
28	T	nacelle	69	3,73	0,54
29	T	wind resource	66	3,71	0,33
29	V[s]	wind energy resources	4	2,50	0,25
29	V[s]	wind resource maps	3	2,37	1,00
29	V[s]	Sufficient wind resources	2	2,20	1,00
30	T	SMALL-SCALE PROJECTS	60	3,67	0,73
31	T	emission reductions	60	3,67	0,33
31	V[s]	GHG emission reductions	4	2,50	0,75
31	V[s]	estimated emission reductions	5	2,59	0,40
31	V[s]	certified emissions reductions	2	2,20	0,50
31	V[s]	greenhouse gas emission reductions	3	2,37	1,00
31	V[s]	carbon emission reduction	2	2,20	1,00
32	T	solar	60	3,67	0,22
33	T	EIA	59	3,66	0,51
34	T	reactive power	58	3,66	0,21
34	V[s]	active and reactive power	13	3,01	0,77
34	V[s]	GSC reactive power	2	2,20	1,00
35	T	linear	56	3,64	0,38
36	T	VAWT	56	3,64	0,29
37	T	flywheel	54	3,62	0,65
38	T	Vertical Axis Wind Turbines	53	3,62	0,55
39	T	flow field	52	3,61	0,29
39	V[s]	blade flow field	11	2,93	0,27
39	V[s]	Turbine Blade Flow Fields	4	2,50	0,25
39	V[s]	wind turbine flow fields	2	2,20	1,00
39	V[s]	Flow Field Structure	5	2,59	0,60
40	T	Jepirachi	52	3,61	0,27
41	T	mitigation measures	51	3,60	0,41
41	V[s]	potential mitigation measures	14	3,04	1,00
42	T	inverter	50	3,59	0,44
43	T	project area	49	3,58	0,80
44	T	conservation objectives	49	3,58	0,63
44	V[s]	conservation objectives of the Natura	5	2,59	1,00
44	V[s]	meeting site conservation objectives	2	2,20	1,00
45	T	dBA	48	3,57	0,96
46	T	wind turbine blades	48	3,57	0,29
47	T	UPME	47	3,56	0,79
48	T	power production	47	3,56	0,30
48	V[s]	Production of electric power	9	2,55	1,00
48	V[s]	thermal power production	7	2,74	0,86
48	V[s]	Power production of a HAWT	2	2,20	1,00
48	V[s]	Power production of the wind	3	2,07	1,00
48	V[s]	annual power production	2	2,20	0,50
48	V[s]	maximum power production	2	2,20	0,50
48	V[s]	power production capability	2	1,90	0,50
49	T	offshore wind energy	47	3,56	0,36
50	T	rotor diameter	47	3,56	0,45
50	V[s]	82m rotor diameter	2	2,20	1,00
50	V[s]	turbine rotor diameter	2	2,20	0,50
51	T	modified blade	47	3,56	0,32
52	T	stator	47	3,56	0,28
53	T	Low Frequency Noise	46	3,55	0,91
54	T	guy wire	46	3,55	0,46
54	V[s]	upper guy wire	3	2,37	0,67
54	V[s]	lower guy wire	3	2,37	0,67
55	T	rpm	45	3,55	0,58
56	T	TURBINE APPLICATIONS PAGE	45	3,55	0,27
57	T	transformer	45	3,55	0,51
58	T	SOUND AND HEALTH EFFECTS	44	3,54	1,00
59	T	NREL	44	3,54	0,27
60	T	blade length	44	3,54	0,50
61	T	Max	43	3,53	0,49
62	T	wind turbine noise	43	3,53	0,60
62	V[s]	In-home wind turbine noise	2	2,20	1,00
63	T	power systems	43	3,53	0,35
63	V[s]	Power Generator system	3	2,07	0,33
63	V[s]	solar power systems	2	2,20	0,50
63	V[s]	modern power systems	3	2,37	1,00
63	V[s]	Power system frequency	2	2,20	0,50
63	V[s]	wind power systems	2	2,20	0,50
63	V[s]	power system faults	2	2,20	1,00
64	T	synchronous generator	43	3,53	0,37
64	V[s]	PM synchronous generator	2	2,20	1,00
65	T	PMSG	42	3,52	0,21
66	T	MWh	42	3,52	0,69
67	T	Reynolds number	42	3,52	0,52
67	V[s]	low Reynolds numbers	4	2,50	1,00
68	T	JOINT IMPLEMENTATION PROJECT DESIGN DOCUMENT	42	3,52	1,00
69	T	IMPLEMENTATION PROJECT DESIGN DOCUMENT FORM	42	3,52	1,00
70	T	Joint Implementation Supervisory Committee page	41	3,50	1,00
71	T	Horizontal Axis Wind Turbine	41	3,50	0,71
72	T	wind generator systems	41	3,50	0,68
73	T	sound levels	80	3,49	0,56
73	V[p]	infrasound levels	2	1,90	1,00
73	V[s]	ambient sound level	3	2,07	0,67
73	V[s]	low sound levels	2	2,20	1,00
74	T	NACA	40	3,49	0,78
75	T	grid connection	39	3,48	0,41
75	V[s]	grid connection requirements	7	2,74	0,86
75	V[s]	smooth grid connection	4	2,50	1,00
76	T	EXPERT PANEL REVIEW	39	3,48	0,62
77	T	marine mammals	38	3,47	0,55
78	T	deg	38	3,47	0,89
79	T	sound pressure level	38	3,47	0,53
80	T	infrasound	113	3,47	0,50
81	T	energy production	37	3,46	0,22
81	V[s]	energy production potential	2	2,20	0,50
81	V[s]	annual energy production	13	3,01	0,38
81	V[s]	Thermal Energy Production	2	2,20	0,50
81	V[s]	Net Annual Energy Production	2	2,20	1,00
81	V[s]	electrical energy production	3	2,37	1,00
81	V[s]	Calculated annual energy production	2	2,20	1,00
81	V[s]	wind energy production	2	2,20	1,00
82	T	wind turbine concepts	37	3,46	0,43
82	V[s]	contemporary wind turbine concepts	2	2,20	1,00
83	T	LFA	36	3,45	0,56
84	T	water tower	36	3,45	0,58
85	T	SCIG	36	3,45	0,31
86	T	competent authority	35	3,44	0,91
86	V[s]	competent national authorities	3	2,37	1,00
87	T	Ref	34	3,42	0,56
88	T	power curve	34	3,42	0,59
88	V[s]	standard power curves	2	2,20	1,00
88	V[s]	power curve of a wind	3	2,37	1,00
88	V[s]	Typical power curve	2	2,20	1,00
89	T	project boundary	34	3,42	0,79
90	T	cos	34	3,42	0,88
91	T	Vol	33	3,41	0,94
92	T	small wind turbines	33	3,41	0,61
93	T	WIND TURBINE APPLICATIONS PAGE	33	3,41	0,58
94	T	substation	33	3,41	0,48
95	T	blade geometry	33	3,41	0,21
95	V[s]	blade geometry parameters	8	2,80	0,88
95	V[s]	Blade geometry output	6	2,67	0,67
96	T	Birds Directive	32	3,40	0,53
97	T	HSWF	32	3,40	0,41
98	T	CDM	32	3,40	0,22
99	T	BEM	32	3,40	0,28
100	T	rotational speed	31	3,38	0,39
100	V[s]+	rotational speed of the turbine	3	2,37	1,00
101	T	turbine power	31	3,38	0,39
101	V[s]	wind turbine power	10	2,89	0,30
101	V[s]	turbine power output	7	2,74	0,71
102	T	earth anchor	31	3,38	0,61
102	V[s]	Arrowhead Earth Anchor	3	2,37	0,67
102	V[s]	fourth earth anchor	3	2,37	1,00
103	T	blade shape	31	3,38	0,61
103	V[s]	modified blade shape	4	2,50	1,00
103	V[s]	optimum blade shape	3	2,37	1,00
104	T	Castelo Branco	30	3,37	0,37
104	V[s]	Castelo Branco NAA	4	2,50	1,00
105	T	length blade	30	3,37	0,50
106	T	rotor speed	30	3,37	0,43
107	T	receptors	30	3,37	0,23
108	T	HAWTs	30	3,37	0,43
109	T	avian	29	3,35	0,28
110	T	National Renewable Energy Laboratory	29	3,35	0,90
111	T	Domestic Wind Turbines	29	3,35	0,24
112	T	rotor plane	29	3,35	0,86
113	T	crediting period	29	3,35	0,72
113	V[s]	renewable crediting period	2	2,20	1,00
114	T	Van Oord	28	3,34	0,29
114	V[s]	photo Van Oord	2	1,90	1,00
114	V[s]+	Mammoet Van Oord	12	2,97	0,42
115	T	Vestas	28	3,34	0,57
116	T	topologies	28	3,34	0,29
117	T	3-blade	28	3,34	0,71
118	T	wind turbine technology	28	3,34	0,25
118	V[s]	Offshore wind turbine technology	3	2,37	1,00
119	T	tower base	28	3,34	0,79
120	T	air density	28	3,34	0,21
120	V[s]	sea level air density	7	2,74	1,00
121	T	hub height	28	3,34	0,64
122	T	UAE	27	3,32	0,26
123	T	twist distribution	27	3,32	0,44
123	V[s]	Twist angle distributions	2	2,20	1,00
123	V[s]	Modified twist distribution	2	2,20	1,00
124	T	slipstream	27	3,32	0,41
125	T	drive train	27	3,32	0,33
125	V[s]	Drive Train Concepts	3	2,37	1,00
126	T	wind park	26	3,31	0,42
126	V[s]	Wind Power Park	5	2,59	0,20
127	T	decibels	26	3,31	0,69
128	T	ECN	26	3,31	0,62
129	T	blade tip	26	3,31	0,42
130	T	transmission lines	26	3,31	0,35
130	V[s]	kV transmission line	3	2,37	1,00
130	V[s]	related transmission lines	2	2,20	1,00
130	V[s]	electric transmission lines	2	1,90	0,50
131	T	chord length	26	3,31	0,31
132	T	renewable energy sources	25	3,29	0,88
133	T	kWh	25	3,29	0,68
134	T	angular velocity	25	3,29	0,68
135	T	axial induction factor	25	3,29	0,96
136	T	wind energy development	25	3,29	0,56
136	V[s]	offshore wind energy development	2	2,20	1,00
137	T	wind tunnel	50	3,29	0,36
137	V[s]	ft wind tunnel	5	2,59	0,80
137	V[s]	Dalhousie wind tunnel	2	2,20	0,50
137	V[s]	wind tunnel experiments	2	2,20	0,50
137	V[s]	wind tunnel testing	2	2,20	1,00
138	T	INTERNAL File	25	3,29	1,00
139	T	top	25	3,29	0,44
140	T	radial locations	25	3,29	0,68
140	V[s]	adjacent radial location	2	2,20	1,00
141	T	pages Status	25	3,29	1,00
142	T	dynamic stall vortex	24	3,27	0,46
143	T	VAD	24	3,27	0,54
144	T	lift coefficient	24	3,27	0,25
145	T	relative wind angle	24	3,27	0,58
146	T	wind power stations	24	3,27	0,33
147	T	hydrogen system	24	3,27	0,71
147	V[s]	hydrogen storage system	4	2,50	0,75
148	T	HYPERLINK	48	3,27	0,98
149	T	installed capacity	24	3,27	0,25
149	V[s]	installed wind power capacity	3	2,37	0,67
149	V[s]	net installed capacity	4	2,50	0,50
149	V[s]	potential and installed capacities	3	2,37	1,00
150	T	speed ratio	24	3,27	0,58
150	V[s]	rotor tip speed ratio	2	2,20	1,00
151	T	adverse health effects	24	3,27	0,88
152	T	offshore wind turbine	47	3,26	0,43
153	T	DFIG wind turbine	23	3,25	0,30
154	T	integrity of the site	23	3,25	0,96
154	V[s]	site integrity	2	2,20	1,00
155	T	EEPPM	23	3,25	0,78
156	T	wind projects	23	3,25	0,35
156	V[s]	Wind Power Project	19	3,17	0,79
156	V[s]	wind farm projects	16	3,10	0,75
156	V[s]	wind turbine project	12	2,67	0,42
156	V[s]	wind energy projects	12	2,97	0,42
156	V[s]	Jepirachi wind project	4	2,50	0,50
156	V[s]	Offshore wind projects	2	2,20	0,50
156	V[s]	Dutch wind project	2	2,20	1,00
157	T	FAA	23	3,25	0,39
158	T	CO2	23	3,25	0,39
159	T	centrifugal forces	23	3,25	0,83
160	T	support structures	23	3,25	0,30
160	V[s]	Floating Support Structures	2	2,20	1,00
161	T	upwind	45	3,24	0,38
162	T	aerodynamic	244	3,24	0,30
163	T	Town of Sheldon	22	3,23	0,64
164	T	excitation	22	3,23	0,23
165	T	compensatory measures	22	3,23	0,82
166	T	Unit Specification	22	3,23	0,32
166	V[s]	National Unit Specification	10	2,89	1,00
167	T	farmer Bob	22	3,23	0,82
168	T	blade element theory	22	3,23	0,91
169	T	wind industry	22	3,23	0,41
169	V[s]	offshore wind industry	3	2,37	0,67
170	T	impact of wind turbines	22	3,23	0,64
171	T	offshore wind farms	65	3,23	0,65
172	T	XFOIL	21	3,21	0,29
173	T	Pedersen	21	3,21	0,48
174	T	Enercon	21	3,21	0,57
175	T	ice accretions	21	3,21	0,33
175	V[s]	rime ice accretions	6	2,67	0,67
175	V[s]	initial ice accretions	2	2,20	1,00
176	T	water depth	21	3,21	0,62
177	T	Energy Policy	21	3,21	0,62
178	T	wind turbine syndrome	21	3,21	1,00
179	T	operation control system	21	3,21	0,81
180	T	wind farm	488	3,20	0,25
180	V[s]	offshore wind farms	65	3,23	0,65
180	V[s]+	wind farm development	69	3,73	0,55
180	V[s]	SIMULATE Wind farm	16	3,10	0,50
180	V[s]	onshore wind farms	8	2,80	1,00
180	V[s]	wind farm projects	16	3,10	0,75
180	V[s]	Nysted offshore wind farm	5	2,29	0,80
180	V[s]	large wind farms	12	2,97	0,67
180	V[s]	High Sheldon Wind Farm	4	2,50	1,00
180	V[s]	wind farm construction	6	2,67	0,33
180	V[s]	UK wind farms	2	2,20	1,00
180	V[s]	large-scale wind farms	3	2,07	0,67
180	V[s]	Wind farm developers	4	2,50	1,00
180	V[s]	wind farm locations	4	2,50	0,75
180	V[s]	wind farm installations	3	2,37	0,67
180	V[s]	wind farm noise	3	2,37	0,33
180	V[s]	modern wind farms	3	2,37	1,00
180	V[s]	wind farm impacts	3	2,37	0,67
180	V[s]	entire wind farm	2	2,20	1,00
180	V[s]	commercial wind farm	2	2,20	1,00
180	V[s]	wind farm concept	2	1,90	0,50
181	T	1st	20	3,19	0,70
182	T	III	20	3,19	0,40
183	T	hearing loss	20	3,19	0,30
183	V[s]	noise-induced hearing loss	6	2,37	0,67
183	V[s]	conductive hearing loss	2	2,20	1,00
184	T	Pierpont	20	3,19	1,00
185	T	property line	20	3,19	0,60
185	V[s]	Non-Participating Property Line	2	2,20	1,00
186	T	PM machines	20	3,19	0,20
186	V[s]	machines with surface-mounted PM	2	2,20	1,00
186	V[s]	surface-mounted PM machine	3	2,07	0,33
186	V[s]	single-sided surface-mounted PM machine	2	2,20	1,00
186	V[s]	Axial-flux PM machines	2	1,90	1,00
187	T	shadow flicker	20	3,19	0,70
187	V[s]	wind turbine shadow flicker	2	2,20	0,50
187	V[s]	Shadow Flicker Shadow flicker	2	2,20	1,00
188	T	energy yield	20	3,19	0,20
188	V[s]	annual energy yield	6	2,67	0,67
188	V[s]	energy yield estimate	2	2,20	0,50
189	T	wind technology	20	3,19	0,20
189	V[s]+	wind turbine technology	28	3,34	0,25
189	V[s]	wind power technology	3	2,37	0,67
189	V[s]+	Offshore Wind Technology	7	2,74	0,57
190	T	Bay Area	20	3,19	0,45
191	T	hydrogen storage	20	3,19	0,30
191	V[s]	hydrogen storage tank	2	2,20	0,50
191	V[s]	hydrogen storage device	2	2,20	1,00
192	T	Sudenai	20	3,19	0,35
193	T	habitat loss	20	3,19	0,65
193	V[s]	loss of hunting habitat	3	2,37	0,67
193	V[s]	direct habitat loss	3	2,37	1,00
194	T	BEM theory	20	3,19	0,65
195	T	tip-speed ratio	99	3,19	0,45
195	V[s]	local tip-speed ratio	22	2,93	1,00
195	V[s]+	design tip-speed ratio	20	2,89	0,70
196	T	TIO	19	3,17	0,89
197	T	Guidance document	19	3,17	0,74
198	T	Wind Power Project	19	3,17	0,79
199	T	windings	19	3,17	0,21
200	T	mechanical power	19	3,17	0,79
201	T	oscillations	19	3,17	0,26
202	T	amount of energy	19	3,17	0,79
202	V[s]	energy amount	2	2,20	0,50
203	T	battery bank	19	3,17	0,84
204	T	ERs	19	3,17	0,68
205	T	EEA	19	3,17	0,53
206	T	ARI	19	3,17	0,21
207	T	blade profile	19	3,17	0,63
208	T	EESG	19	3,17	0,47
209	T	rotational augmentation	19	3,17	0,58
209	V[s]	Rotational Augmentation of Blade	2	2,20	1,00
210	T	2-blade	19	3,17	0,84
211	T	JI Project	19	3,17	0,53
212	T	cut-in	19	3,17	0,26
213	T	glide ratio	19	3,17	0,68
213	V[s]	low glide ratio	2	2,20	0,50
214	T	NYSDEC	19	3,17	0,37
215	T	Proc	18	3,15	0,50
216	T	power electronics	18	3,15	0,22
216	V[s]	advanced power electronics	2	2,20	1,00
217	T	Schreck	18	3,15	0,89
218	T	variable speed wind turbine	18	3,15	0,44
219	T	vestibular system	18	3,15	0,56
219	V[s]	human vestibular system	4	2,50	1,00
220	T	ice profile	18	3,15	0,22
220	V[s]	rime ice profile	11	2,93	0,27
220	V[s]	ice profile R4	3	2,37	0,33
220	V[s]	ice profile R2	3	2,37	0,33
220	V[s]	small rime ice profile	2	2,20	1,00
221	T	axial velocity	18	3,15	0,61
221	V[s]	axial and rotational velocities	3	2,37	1,00
222	T	Power and Frequency conversion	18	3,15	1,00
223	T	solidity	18	3,15	0,50
224	T	validation	18	3,15	0,33
225	T	licensed	18	3,15	0,89
226	T	electrolyzer	36	3,15	0,64
227	T	rotor hub	18	3,15	0,61
228	T	collision risk	18	3,15	0,78
229	T	vector	18	3,15	0,22
230	T	turbine operation	18	3,15	0,22
230	V[s]	operation of wind turbines	9	2,85	0,44
230	V[s]	wind turbine operations	14	3,04	0,86
231	T	low wind speed	18	3,15	0,22
232	T	full-scale power converter	17	3,12	0,82
233	T	rotor blade position	17	3,12	0,71
234	T	IET	17	3,12	0,65
235	T	IEC	17	3,12	0,41
236	T	nest sites	17	3,12	0,82
237	T	surface area	17	3,12	0,29
237	V[s]	usable surface area	5	2,59	1,00
237	V[s]	rotor surface area	2	2,20	0,50
238	T	Delft	17	3,12	0,71
239	T	Authorized	17	3,12	0,94
240	T	active power	17	3,12	0,41
240	V[p]+	reactive power	58	3,66	0,21
240	V[s]	active and reactive power	13	3,01	0,77
241	T	Wind Engineering	17	3,12	0,59
242	T	airborne sound	17	3,12	0,76
243	T	doi	17	3,12	1,00
244	T	machine pod	17	3,12	0,71
245	T	HAWT blade	34	3,12	0,21
246	T	Power Gener	17	3,12	1,00
247	T	due	17	3,12	1,00
248	T	renewable sources	17	3,12	0,71
248	V[s]	renewable source of electricity	4	2,50	1,00
249	T	aerodynamic forces	17	3,12	0,47
249	V[s]	aerodynamic and gravitational forces	2	2,20	1,00
249	V[s]	blade aerodynamic force	2	2,20	0,50
250	T	kinetic energy	17	3,12	0,76
250	V[s]	kinetic and potential energies	2	2,20	1,00
251	T	numerical	17	3,12	0,24
252	T	offshore turbines	17	3,12	0,59
253	T	distribution grid	17	3,12	0,59
254	T	large wind turbines	17	3,12	0,65
255	T	PSCAD®	81	3,10	1,00
256	T	wind farm projects	16	3,10	0,75
257	T	GSC	16	3,10	0,63
258	T	online	16	3,10	0,81
259	T	land plots	16	3,10	0,38
259	V[s]	adjacent land plots	2	2,20	1,00
260	T	World Health Organization	16	3,10	0,75
261	T	steady state	16	3,10	0,25
262	T	control volume	16	3,10	0,56
262	V[s]	control volume boundaries	2	2,20	1,00
263	T	Persson Waye	16	3,10	0,38
264	T	normal operation	16	3,10	0,75
265	T	imperative reasons	16	3,10	0,88
266	T	SIMULATE Wind farm	16	3,10	0,50
267	T	bird species	16	3,10	0,25
267	V[s]	migratory bird species	2	2,20	0,50
267	V[s]	wild bird species	2	2,20	1,00
267	V[s]	single bird species	2	2,20	1,00
268	T	nature conservation	16	3,10	0,25
268	V[s]	Nature conservation guidance	2	2,20	1,00
269	T	hydraulic pump	16	3,10	0,56
270	T	Institution of Engineering and Technology	16	3,10	1,00
271	T	Margin emission factor	32	3,10	1,00
272	T	IEEE Xplore	16	3,10	1,00
273	T	raptors	16	3,10	0,56
274	T	fuel cell	31	3,08	0,48
274	V[s]	PEM fuel cell	2	2,20	1,00
275	T	lateral angle	31	3,08	0,42
276	T	chord length blade length Blade	15	3,07	1,00
277	T	vortex theory	15	3,07	0,80
278	T	project participants	15	3,07	0,87
279	T	solar panel	15	3,07	0,93
280	T	dynamic pitch control	15	3,07	0,53
281	T	energy consumption	15	3,07	0,27
282	T	Min Torque	15	3,07	1,00
283	T	Domestic Wind Turbines Systems	15	3,07	1,00
284	T	physical model	15	3,07	0,80
284	V[s]	physical and environmental models	2	2,20	1,00
285	T	TSR chord length blade length	15	3,07	1,00
286	T	integrity of the Natura	15	3,07	1,00
287	T	grid faults	15	3,07	0,80
288	T	incl	15	3,07	0,93
289	T	loudness	15	3,07	0,40
290	T	CO2 emissions	30	3,07	0,40
290	V[s]	annual CO2 emissions	3	2,07	1,00
291	T	energy output	15	3,07	0,20
291	V[s]	annual energy output	10	2,89	0,40
292	T	wind conditions	15	3,07	0,40
292	V[s]	turbulent wind conditions	2	2,20	0,50
293	T	charge controller	30	3,07	0,80
294	T	wind energy potential	15	3,07	0,27
294	V[s]	offshore wind energy potential	4	2,50	1,00
295	T	Max Torque	15	3,07	1,00
296	T	Barrier effect	15	3,07	0,40
297	T	GHG emissions	15	3,07	0,33
297	V[s]	GHG emission reductions	4	2,50	0,75
298	T	pursuant	15	3,07	1,00
299	T	frequency range	15	3,07	0,33
299	V[s]	low frequency range	5	2,59	0,40
299	V[s]	audible frequency range	2	2,20	0,50
300	T	wind source	15	3,07	0,27
300	V[s]	wind energy sources	2	2,20	1,00
300	V[s]	wind source component	5	2,59	0,80
301	T	test turbine	15	3,07	0,47
301	V[s]	test wind turbine	2	2,20	0,50
302	T	summary Ref	15	3,07	1,00
303	T	length blade length Blade Pitch	15	3,07	1,00
304	T	lift force	15	3,07	0,73
305	T	Ballast Nedam	15	3,07	0,33
306	T	anemometer	15	3,07	0,53
307	T	wind turbine tower	15	3,07	0,20
308	T	main drive	15	3,07	0,27
308	V[s]	hydrostatic main drive	5	2,59	1,00
309	T	blasting	15	3,07	0,53
310	T	aluminum	30	3,07	0,37
311	T	actuator disk	29	3,05	0,45
311	V[s]	actuator disk theory	9	2,55	0,78
312	T	maximum power	29	3,05	0,31
312	V[s]	maximum achievable power	4	2,50	0,25
312	V[s]	gen Maximum Power	2	1,90	0,50
313	T	PCF	14	3,04	0,57
314	T	wind power development	14	3,04	0,50
315	T	Langston	14	3,04	1,00
316	T	airfoil type	14	3,04	0,64
316	V[s]	selected airfoil type	3	2,37	1,00
317	T	hydraulic motor	14	3,04	0,50
318	T	potential mitigation measures	14	3,04	1,00
319	T	power electronic converter	14	3,04	0,64
320	T	permanent magnet generator	14	3,04	0,86
321	T	audiology	14	3,04	0,50
322	T	rectifier	14	3,04	0,50
323	T	tCO2	14	3,04	0,93
324	T	Ministry of Environment	28	3,04	0,43
325	T	wind turbine operations	14	3,04	0,86
326	T	wind turbine performance	14	3,04	0,50
327	T	cochlea	14	3,04	0,86
328	T	red	14	3,04	0,21
329	T	energy conservation	14	3,04	0,36
330	T	collision mortality	14	3,04	0,21
331	T	sound power	14	3,04	0,36
332	T	capacitor	14	3,04	0,71
333	T	cost of energy	14	3,04	0,50
333	V[s]+	energy costs	6	2,67	0,50
333	V[s]	cost of renewable energy	2	2,20	1,00
333	V[s]	levelized cost of energy	4	2,50	1,00
333	V[s]	economic cost of energy	2	2,20	1,00
334	T	boundary layer	14	3,04	0,21
334	V[s]	boundary layer topology	2	2,20	1,00
334	V[s]	turbulent boundary layer	3	2,37	1,00
