#	type	pattern	pilot	spec	freq	dFreq
74	T	A	net	3,42	34	10
75	T	N	Vol	3,41	33	9
76	T	A N N	small wind turbines	3,41	33	8
77	T	N	substation	3,41	33	8
78	T	N N	power converter	3,41	33	4
78	V[s]	N A N	power electronic converter	3,04	14	3
79	T	N N	blade geometry	3,41	33	3
80	T	N N N	wind turbine system	3,40	32	7
81	T	A N	rotational speed	3,38	31	8
82	T	N N	turbine power	3,38	31	8
82	V[s]	N N N	wind turbine power	2,89	10	6
82	V[s]	N N N	turbine power output	2,74	7	4
83	T	N N N	wind turbine rotor	3,38	31	12
84	T	N	REpower	3,38	31	5
85	T	N N	blade shape	3,38	31	4
86	T	N N	rotor speed	3,37	30	10
87	T	N	receptors	3,37	30	8
88	T	N	HAWTs	3,37	30	4
89	T	A	avian	3,35	29	5
90	T	A A N N	National Renewable Energy Laboratory	3,35	29	9
91	T	N	amplitude	3,35	29	9
92	T	N N	rotor plane	3,35	29	4
93	T	N	infrasound	3,35	115	3
94	T	N	Darrieus	3,34	28	5
95	T	N	Vestas	3,34	28	6
96	T	N	topologies	3,34	28	3
97	T	A	3-blade	3,34	28	3
98	T	A N	higher frequency	3,34	28	5
99	T	N N N	wind turbine technology	3,34	28	10
99	V[s]	A N N N	Offshore wind turbine technology	2,37	3	3
100	T	N N	tower base	3,34	28	4
101	T	N N	air density	3,34	28	8
102	T	N N	hub height	3,34	28	11
103	T	N	UAE	3,32	27	3
104	T	N N	drive train	3,32	27	8
105	T	N N	wind park	3,31	26	4
106	T	A	compensatory	3,31	26	4
107	T	N	ECN	3,31	26	4
108	T	N N	blade tip	3,31	26	10
108	V[s]	N N N	blade tip speed	2,67	6	3
109	T	N N	transmission lines	3,31	26	5
110	T	N N	chord length	3,31	26	3
111	T	A N N	renewable energy sources	3,29	25	10
112	T	N	kWh	3,29	25	5
113	T	A N	angular velocity	3,29	25	4
114	T	N N N	wind energy development	3,29	25	5
115	T	N N	wind tunnel	3,29	50	12
116	T	A	top	3,29	25	15
117	T	N P N N	impacts of wind farms	3,29	25	3
118	T	N N	tip-speed ratio	3,28	98	3
119	T	N N	lift coefficient	3,27	24	5
120	T	A N	installed capacity	3,27	24	8
121	T	N N	speed ratio	3,27	24	5
122	T	A N N	offshore wind turbine	3,26	47	7
123	T	N N	wind projects	3,25	23	6
123	V[s]	N N N	Wind Power Project	3,17	19	5
123	V[s]	N N N	wind farm projects	3,10	16	3
123	V[s]	N N N	wind energy projects	2,97	12	8
123	V[s]	N N N	wind turbine project	2,67	12	6
124	T	N	FAA	3,25	23	3
125	T	N	CO2	3,25	23	3
126	T	A N	centrifugal forces	3,25	23	5
127	T	N N	support structures	3,25	23	6
128	T	A	upwind	3,24	45	11
129	T	A	aerodynamic	3,24	244	20
130	T	N	excitation	3,23	22	5
131	T	A N	compensatory measures	3,23	22	3
132	T	N N	wind industry	3,23	22	8
133	T	N P N N	impact of wind turbines	3,23	22	6
134	T	N	Enercon	3,21	21	4
135	T	N N	water depth	3,21	21	4
136	T	N	kilowatt	3,21	21	6
137	T	N N	Energy Policy	3,21	21	4
138	T	N N	wind farm	3,20	488	21
138	V[s]	A N N	offshore wind farms	3,11	66	7
138	V[s]	N N N	wind farm development	3,73	69	5
138	V[s]	N N N	wind farm projects	3,10	16	3
138	V[s]	A N N	large wind farms	2,97	12	5
138	V[s]	N N N	wind farm construction	2,67	6	4
138	V[s]	A N N	modern wind farms	2,37	3	3
139	T	A	1st	3,19	20	5
140	T	N	III	3,19	20	9
141	T	N	Pierpont	3,19	20	3
142	T	N N	induction generator	3,19	20	5
143	T	N N	shadow flicker	3,19	20	3
144	T	N N	energy yield	3,19	20	4
145	T	N N	wind technology	3,19	20	6
145	V[s]+	N N N	wind turbine technology	3,34	28	10
145	V[s]	N N N	wind energy technology	2,67	6	5
145	V[s]	N N N	wind power technology	2,37	3	3
146	T	N N N	Wind Power Project	3,17	19	5
147	T	N N	power control	3,17	19	6
148	T	N	windings	3,17	19	4
149	T	A N	mechanical power	3,17	19	7
150	T	N	oscillations	3,17	19	7
151	T	N P N	amount of energy	3,17	19	7
152	T	N N	battery bank	3,17	19	5
153	T	N N	blade profile	3,17	19	3
154	T	N	cut-in	3,17	19	11
155	T	N	Proc	3,15	18	3
156	T	N N	power electronics	3,15	18	7
157	T	A	meteorological	3,15	18	9
158	T	A N N N	variable speed wind turbine	3,15	18	3
159	T	N	solidity	3,15	18	4
160	T	N	validation	3,15	18	6
161	T	N	AIAA	3,15	18	4
162	T	A	licensed	3,15	18	3
163	T	N N	rotor hub	3,15	18	6
164	T	N	vector	3,15	18	6
165	T	N N	turbine operation	3,15	18	6
165	V[s]	N P N N	operation of wind turbines	2,85	9	8
165	V[s]	N N N	wind turbine operations	3,04	14	5
166	T	A N N	low wind speed	3,15	18	7
167	T	N	IEC	3,12	17	7
168	T	A	periodic	3,12	17	12
169	T	N N	surface area	3,12	17	5
170	T	N	Delft	3,12	17	4
171	T	A N	active power	3,12	17	3
171	V[p]	A N	reactive power	3,66	58	3
172	T	N N	energy potential	3,12	17	6
172	V[s]	N N N	wind energy potential	3,07	15	5
173	T	N N	Wind Engineering	3,12	17	4
174	T	R	due	3,12	17	10
175	T	A N	renewable sources	3,12	17	5
175	V[s]	A N P N	renewable source of electricity	2,50	4	3
176	T	N N	turbine generator	3,12	34	9
176	V[s]	N N N	wind turbine generator	3,02	27	8
177	T	A N	aerodynamic forces	3,12	17	4
178	T	A N	kinetic energy	3,12	17	6
179	T	A	numerical	3,12	17	7
180	T	A N	offshore turbines	3,12	17	7
181	T	A N N	large wind turbines	3,12	17	10
182	T	A N N	offshore wind farms	3,11	66	7
183	T	N N N	wind farm projects	3,10	16	3
184	T	A	online	3,10	16	8
185	T	A N	steady state	3,10	16	7
186	T	N N	control volume	3,10	16	3
187	T	A N	normal operation	3,10	16	4
188	T	N	raptors	3,10	16	5
189	T	A	approximate	3,10	16	6
190	T	N N	energy consumption	3,07	15	3
191	T	N N	turbine components	3,07	15	6
191	V[s]	N N N	wind turbine component	2,85	9	3
192	T	N N	grid faults	3,07	15	3
193	T	N	incl	3,07	15	4
194	T	N	loudness	3,07	15	3
195	T	A N	CO2 emissions	3,07	30	3
196	T	N N	energy output	3,07	15	5
196	V[s]	A N N	annual energy output	2,89	10	3
197	T	N N	wind conditions	3,07	15	9
198	T	A	land-based	3,07	15	3
199	T	N N N	wind energy potential	3,07	15	5
200	T	A	pursuant	3,07	15	4
201	T	N N	wind source	3,07	15	3
202	T	N N	lift force	3,07	15	6
203	T	N	visualization	3,07	15	4
204	T	N	anemometer	3,07	15	7
205	T	N N N	wind turbine tower	3,07	15	9
206	T	N	aluminum	3,07	30	5
207	T	A N	maximum power	3,05	29	9
208	T	N N N	wind power development	3,04	14	5
209	T	N	Conf	3,04	14	3
210	T	N A N	power electronic converter	3,04	14	3
211	T	A N N	permanent magnet generator	3,04	14	5
212	T	N P N	Ministry of Environment	3,04	28	6
213	T	N N N	wind turbine operations	3,04	14	5
214	T	N N N	wind turbine performance	3,04	14	5
215	T	A	red	3,04	14	7
216	T	A N	sound power	3,04	14	3
217	T	N	capacitor	3,04	14	3
218	T	N P N	cost of energy	3,04	14	6
219	T	N N	boundary layer	3,04	14	4
220	T	N N N	Wind Energy Facility	3,04	14	5
221	T	N N	wind direction	3,04	14	7
222	T	N	verification	3,04	14	3
223	T	A N	Baltic Sea	3,04	14	3
224	T	N N N	wind turbine generator	3,02	27	8
225	T	A N N	annual energy production	3,01	13	5
226	T	N N	wind data	3,01	13	5
227	T	N	kilometers	3,01	13	3
228	T	N	ind	3,01	13	5
229	T	N	GIS	3,01	13	3
230	T	A N	low speed	3,01	13	6
231	T	A N	larger turbines	3,01	13	9
232	T	N N	energy demand	3,01	13	4
233	T	A N	National Wind	3,01	13	8
234	T	A N	General Description	3,01	13	4
235	T	A N	aerodynamic loads	3,01	13	5
236	T	A N	Technical Report	3,01	13	6
237	T	N	Email	3,01	13	8
238	T	N	ANSI	3,01	13	5
239	T	A N	electrical energy	3,01	26	9
240	T	A N N	offshore wind power	3,01	13	4
241	T	N N	output power	3,01	13	3
242	T	N N	turbine foundations	3,01	13	5
242	V[s]	N N N	wind turbine foundations	2,85	9	3
243	T	N N N N	Wind Energy Conversion System	3,01	13	3
244	T	N P N N	effects of wind turbines	3,01	13	4
245	T	N P N N	types of wind turbines	3,01	13	7
246	T	N	alternator	3,01	13	3
247	T	A N N	average wind speed	3,01	26	13
248	T	N	website	3,01	13	7
248	V[m]	N N	web site	2,50	4	3
249	T	N	velocity	2,98	183	13
250	T	N	defense	2,97	12	3
251	T	N N	turbine locations	2,97	12	3
251	V[s]	N P N N	location of the wind turbines	2,37	3	3
251	V[s]	N N N	wind turbine locations	2,50	4	3
252	T	N	mph	2,97	12	5
253	T	N	O&M	2,97	12	4
254	T	A	viscous	2,97	12	3
255	T	N N N	wind energy projects	2,97	12	8
256	T	N N N	blade pitch angle	2,97	12	5
257	T	A N N N	European Wind Energy Conference	2,97	12	3
258	T	N N	wind plants	2,97	12	4
258	V[s]	N N N	Wind Power Plant	3,76	74	9
259	T	N C A N	Engineering and Industrial Aerodynamics	2,97	12	3
260	T	A N N	large wind farms	2,97	12	5
261	T	N N	noise exposure	2,97	12	4
262	T	N	volt	2,97	12	7
263	T	N P N	power of the wind	2,97	12	7
263	V[s]+	N N	wind power	4,34	278	26
264	T	N	variability	2,97	12	7
265	T	N	AWEA	2,97	12	3
266	T	N	computation	2,97	12	4
267	T	N P N	Table of Contents	2,97	12	10
268	T	N N	energy sector	2,97	12	7
269	T	A N	upwind rotor	2,97	12	6
270	T	A N	aerodynamic loading	2,93	11	4
271	T	N N	electricity system	2,93	11	3
272	T	N N	migration routes	2,93	11	4
273	T	A N	electrical power	2,93	11	9
274	T	R	dynamically	2,93	11	4
275	T	N N	technology improvements	2,93	11	3
276	T	N N	power levels	2,93	11	5
276	V[s]	A N N	sound power level	2,67	6	3
277	T	A N	Technical Description	2,93	11	3
278	T	N	DOE	2,93	11	3
279	T	A N	potential effects	2,93	11	3
280	T	N N	wind development	2,93	11	6
280	V[s]	N N N	wind power development	3,04	14	5
280	V[s]	N N N	wind farm development	3,73	69	5
280	V[s]	N N N	wind energy development	3,29	25	5
280	V[s]	N N N	wind turbine development	2,50	4	3
281	T	N N	Noise Guidelines	2,93	11	4
282	T	N N	rotor design	2,93	11	5
283	T	A	three-bladed	2,93	33	4
284	T	N N	blade passage	2,93	11	3
285	T	A N	aerodynamic performance	2,93	11	6
286	T	N	airflow	2,93	11	3
286	V[m]	N N	air flow	2,89	10	4
287	T	N N	electricity output	2,93	11	5
288	T	N N	voltage level	2,93	11	4
289	T	N N	power capacity	2,93	11	5
289	V[s]	N N N	wind power capacity	2,67	6	3
290	T	A N	short circuit	2,93	11	3
291	T	N N	generator speed	2,93	11	4
292	T	N	BWEA	2,93	11	5
293	T	N N	bat fatalities	2,93	11	4
294	T	N N	turbine installation	2,89	10	5
295	T	N	neighbors	2,89	10	5
296	T	N	LLC	2,89	10	4
297	T	A N	renewable electricity	2,89	10	3
298	T	A N	high power	2,89	10	5
299	T	N N	stream tube	2,89	10	3
300	T	N N N	wind turbine power	2,89	10	6
301	T	N N	rotor power	2,89	10	4
302	T	N N	Engineering Department	2,89	10	4
302	V[s]	N P A N	Department of Mechanical Engineering	2,59	5	3
303	T	N	VAWTs	2,89	10	3
304	T	N N	resource assessment	2,89	10	3
305	T	N N	wind flow	2,89	10	5
305	V[s]	N N N	wind turbine flow	2,74	7	4
306	T	N	gasoline	2,89	10	3
307	T	N N N	MW wind turbine	2,89	10	5
308	T	A N	static pressure	2,89	10	3
309	T	A N	high voltage	2,89	10	9
310	T	N N	flow chart	2,89	10	3
311	T	N	taper	2,89	10	3
312	T	N N	lightning protection	2,89	10	6
313	T	N	EWEA	2,89	10	5
314	T	A	grid-connected	2,89	20	5
315	T	N	waveform	2,89	10	4
316	T	A N	offshore locations	2,89	10	3
317	T	A N N	annual energy output	2,89	10	3
318	T	N N N	greenhouse gas emissions	2,89	10	4
319	T	A N	meteorological towers	2,89	10	3
320	T	A N	Sustainable Energy	2,89	10	5
321	T	N N	connection point	2,89	10	4
322	T	N	Sandia	2,89	10	3
323	T	N	Schematic	2,89	10	4
324	T	N	Altamont	2,89	10	3
325	T	N N	monitoring plan	2,89	10	3
326	T	A N N	maximum power coefficient	2,89	10	3
327	T	N N	air flow	2,89	10	4
328	T	N	Fig	2,87	115	10
329	T	N	optimization	2,87	19	8
330	T	N	web	2,85	9	6
331	T	N N	rotor position	2,85	9	3
332	T	N	USA	2,85	9	9
333	T	N N	bird mortality	2,85	9	3
334	T	A	3-D	2,85	9	3
335	T	N	Hertz	2,85	9	5
336	T	N N	thrust force	2,85	9	3
337	T	N	color	2,85	9	3
338	T	N N	control strategies	2,85	9	6
339	T	N P N N	operation of wind turbines	2,85	9	8
340	T	N N N	California Energy Commission	2,85	9	4
341	T	N	Nomenclature	2,85	9	4
342	T	N N	turbine costs	2,85	9	3
343	T	N N	turbulence intensity	2,85	9	3
344	T	N N N	wind turbine component	2,85	9	3
345	T	A N	mechanical torque	2,85	9	5
346	T	A	Chatham-Kent	2,85	18	3
347	T	N N N	wind turbine foundations	2,85	9	3
348	T	A N	Synchronous machine	2,85	9	3
349	T	N	conduction	2,85	9	3
350	T	A	analogous	2,85	9	6
351	T	N N	power grid	2,85	9	6
352	T	N	coordinates	2,85	18	4
353	T	R	ago	2,85	9	7
354	T	A N	small turbines	2,85	9	6
354	V[s]	A N N N	Small scale wind turbines	2,37	3	3
355	T	N N	State University	2,85	9	3
356	T	N N	cost analysis	2,85	9	4
357	T	N N	system frequency	2,85	9	3
358	T	N	hydropower	2,85	9	4
359	T	A	brushless	2,85	9	3
360	T	N N	voltage control	2,85	9	3
361	T	N N	design requirements	2,85	9	3
362	T	N N	blade section	2,85	9	3
363	T	A N	global wind	2,85	9	4
364	T	A N	sensitive receptors	2,85	9	3
365	T	N P N	collection of information	2,85	9	3
366	T	A	perpendicular	2,85	18	6
367	T	A N	dynamic response	2,85	9	3
368	T	N N	John Wiley	2,85	9	7
369	T	A	climatic	2,85	9	4
370	T	A	leeward	2,85	9	3
371	T	A N	Technical Information	2,85	9	3
372	T	A	geometric	2,85	9	6
373	T	A N	aerodynamic efficiency	2,85	9	3
374	T	N N	speed range	2,85	9	3
374	V[s]	N P N N	range of wind speeds	2,50	4	4
375	T	N	Windpower	2,82	17	8
375	V[mg]+	N N	wind power	4,34	278	26
375	V[m]+	N P N	power of the wind	2,97	12	7
375	V[m]	N N N	wind turbine power	2,89	10	6
376	T	A N N	modern wind turbines	2,82	17	7
377	T	A N	electrical generator	2,81	25	5
378	T	N	blade	2,80	1425	34
379	T	N	Tel	2,80	8	6
380	T	N N	investment costs	2,80	8	5
381	T	N	NRC	2,80	8	4
382	T	N N	Noise Impacts	2,80	8	4
383	T	N N	health concerns	2,80	8	3
384	T	N	fog	2,80	8	3
385	T	N	viscosity	2,80	8	3
386	T	N N N	wind turbine design	2,80	16	10
387	T	N N	pressure coefficient	2,80	8	3
388	T	N N	ice throw	2,80	8	3
389	T	N	azimuth	2,80	8	4
390	T	N N	power source	2,80	8	5
391	T	N N	Community Noise	2,80	8	3
392	T	N	winch	2,80	8	3
393	T	N	deformation	2,80	8	4
394	T	A	longitudinal	2,80	8	5
395	T	A N	magnetic fields	2,80	8	6
396	T	N	Aug	2,80	8	4
397	T	N N N	Wind Energy System	2,80	8	3
398	T	A N	high angles	2,80	8	4
399	T	N P N	level of noise	2,80	8	3
399	V[s]+	N N	noise levels	1,88	38	7
400	T	A N	dynamic loads	2,80	8	4
401	T	N N	System Operator	2,80	8	5
402	T	A N N	global climate change	2,80	8	3
403	T	A N	mechanical energy	2,80	8	4
404	T	A	favorable	2,80	8	5
405	T	N N	background noise	2,80	8	4
406	T	N N	turbine shaft	2,80	8	3
407	T	A	mid	2,80	8	7
408	T	N N	energy capture	2,80	8	4
409	T	A N N	National Research Council	2,80	8	4
410	T	N N	output voltage	2,80	8	3
411	T	N N	rotor shaft	2,80	8	4
412	T	N N	tower height	2,80	8	6
413	T	N N	electricity consumption	2,80	8	4
414	T	N N	transmission system	2,80	8	5
415	T	A N N	individual wind turbines	2,80	8	6
416	T	N N	tunnel test	2,80	8	6
416	V[s]	N N N	Wind tunnel test	2,50	4	4
417	T	A N	technical data	2,80	8	4
418	T	A	intermittent	2,80	8	6
419	T	N N	airfoil section	2,80	16	5
420	T	A N	normal force	2,80	8	3
421	T	N N	blade radius	2,80	8	3
422	T	A N	potential risk	2,80	8	3
423	T	N N	electricity grid	2,80	8	3
424	T	A N	vibroacoustic disease	2,78	23	3
425	T	N N	rotor side	2,77	15	3
426	T	N	air	2,76	192	26
427	T	N	Keywords	2,74	7	7
428	T	N N	peak power	2,74	14	3
429	T	N N	life cycle	2,74	7	5
430	T	N N	business days	2,74	7	3
431	T	N N	blade chord	2,74	7	4
432	T	N	spacing	2,74	7	4
433	T	A N	upper surface	2,74	7	3
434	T	N P N	cost of the system	2,74	7	3
435	T	A N N	Federal Aviation Administration	2,74	7	3
436	T	A N	Executive Summary	2,74	7	5
437	T	N	increments	2,74	7	5
438	T	N P N	description of project	2,74	7	3
439	T	N	biomass	2,74	7	4
440	T	N N	test data	2,74	7	4
441	T	A N	protected areas	2,74	7	3
442	T	N P N	top of the tower	2,74	7	3
443	T	A	projected	2,74	7	4
444	T	N P N	impacts of the project	2,74	7	4
444	V[s]	N P A N	Impacts of Wind-Energy Projects	2,67	6	4
445	T	N N N	wind turbine flow	2,74	7	4
446	T	A N N	single wind turbine	2,74	7	3
447	T	N	hysteresis	2,74	7	3
448	T	N N N	wind turbine sites	2,74	7	5
449	T	N P N	sources of energy	2,74	7	5
450	T	N N	Kyoto Protocol	2,74	7	3
451	T	N N	cut-in speed	2,74	7	3
452	T	N N	noise sources	2,74	7	3
453	T	N N	wind generation	2,74	7	3
453	V[s]	N N N	wind power generation	2,63	11	7
454	T	N	ASME	2,74	7	3
455	T	N N N	grid connection requirements	2,74	7	3
456	T	A N	good wind	2,74	7	4
457	T	A N	clean energy	2,74	7	6
458	T	N N N	turbine power output	2,74	7	4
459	T	A N N	commercial wind turbines	2,74	7	6
460	T	N N	wind potential	2,74	7	3
460	V[s]	N N N	wind energy potential	3,07	15	5
461	T	A	stand-alone	2,74	14	7
462	T	A N	finite element	2,74	7	3
463	T	N N	rotation speed	2,74	7	5
463	V[d]	A N	rotational speed	3,38	31	8
464	T	N N	construction phase	2,74	7	3
465	T	N N	capacity factor	2,74	7	3
466	T	N N	installation process	2,74	7	3
467	T	N N	power rating	2,74	7	5
468	T	N N	PAGE PAGE	2,74	7	5
469	T	N	monopile	2,72	20	5
470	T	A N	baseline scenario	2,71	13	3
471	T	N	WindPACT	2,71	13	3
472	T	A	two-bladed	2,69	19	3
473	T	N	Jonkman	2,67	6	4
474	T	N N N	wind turbine project	2,67	12	6
475	T	N N	pressure distribution	2,67	6	3
476	T	N P N	amount of power	2,67	6	5
477	T	N	rad	2,67	6	3
478	T	A N	operational lifetime	2,67	6	4
479	T	N N	generator rotor	2,67	6	3
480	T	N	man	2,67	6	5
481	T	N N	rotor geometry	2,67	6	3
482	T	N N	turbine collisions	2,67	6	4
482	V[s]	N N N	wind turbine collisions	2,50	4	3
483	T	N N	cell phone	2,67	6	3
484	T	N	GEN	2,67	6	3
485	T	A N N N	European Wind Energy Association	2,67	6	5
486	T	N N	frequency response	2,67	6	4
487	T	N N	generator power	2,67	6	3
488	T	A N	major components	2,67	6	5
489	T	N N	Darrieus rotor	2,67	6	3
490	T	N N	boundary conditions	2,67	6	3
491	T	N N N	wind energy research	2,67	6	5
492	T	A	6th	2,67	6	4
493	T	N N	grid voltage	2,67	6	4
494	T	N N	energy target	2,67	6	3
495	T	N N	flow conditions	2,67	6	4
496	T	A N	large rotor	2,67	6	6
497	T	N P A N	Impacts of Wind-Energy Projects	2,67	6	4
498	T	N N	power quality	2,67	6	4
499	T	N N	Turbine geometry	2,67	6	3
500	T	N N	road construction	2,67	6	3
501	T	A N N	sound power level	2,67	6	3
502	T	N P N N	parts of the wind turbine	2,67	6	5
503	T	N N	wind sites	2,67	6	3
503	V[s]	N N N	wind turbine sites	2,74	7	5
504	T	N C N N	operation and maintenance costs	2,67	6	4
505	T	N N	electricity network	2,67	6	3
506	T	N	approx	2,67	6	4
507	T	A	baseline	2,67	114	7
508	T	N	Dec	2,67	6	5
509	T	A	asynchronous	2,67	6	5
510	T	N N	AIAA Paper	2,67	6	3
511	T	A N	horizontal position	2,67	6	3
512	T	A N	aerodynamic noise	2,67	6	3
513	T	N	Aeronautics	2,67	6	4
514	T	N N	Blade material	2,67	6	5
515	T	N N N	wind power capacity	2,67	6	3
516	T	A	accepted	2,67	6	6
517	T	N N	lattice tower	2,67	6	3
518	T	N N N	blade tip speed	2,67	6	3
519	T	N N	system design	2,67	6	5
520	T	N P N	installation of the wind	2,67	6	4
520	V[s]	N N	wind installations	2,37	3	3
521	T	N N	rotor surface	2,67	6	3
522	T	A	inviscid	2,67	12	4
523	T	A	Aeronautical	2,67	6	3
524	T	N N	distribution system	2,67	6	4
525	T	A N	extreme winds	2,67	6	4
526	T	N N	bat species	2,67	6	3
527	T	N N	cross section	2,67	6	4
528	T	N N	project developer	2,67	6	3
529	T	N N	tower shadow	2,67	6	3
530	T	N N	field data	2,67	6	3
531	T	A N	operational data	2,67	6	3
532	T	N N N	wind energy technology	2,67	6	5
533	T	A N	Fluid Dynamics	2,67	6	3
534	T	N N	design process	2,67	6	4
535	T	N N N	wind farm construction	2,67	6	4
536	T	A N N	higher wind speeds	2,67	6	6
537	T	N P N N	height of the Wind Turbine	2,67	6	3
538	T	N N N	Wind Resource Area	2,67	6	3
539	T	A N	related facilities	2,67	6	3
540	T	N N N	wind power generation	2,63	11	7
541	T	A N	electromagnetic fields	2,63	11	3
542	T	N N	turbine sites	2,63	11	5
542	V[g]	N N	Turbine size	2,37	6	3
542	V[s]	N N N	wind turbine sites	2,74	7	5
543	T	N	spreadsheet	2,63	11	4
544	T	N N	power transmission	2,59	5	3
545	T	A N	structural loads	2,59	5	4
